country_fr,iso3c,date,max_transit,min_transit,med_transit,max_retail,min_retail,med_retail,max_gp,min_gp,max_parks,min_parks,med_parks,max_res,min_res,med_res,max_workp,min_workp,med_workp
Bulgarie,BGR,2020-03-18,-7,-58,-42,-38,-63,-23.5,-14,-36,11,-42,-20,24,13,14,-26,-53,-37
Bulgarie,BGR,2020-03-19,6,-62,-42.5,-36,-63,-26,-15,-43,23,-27,-1,24,12,13,-28,-54,-38
Bulgarie,BGR,2020-03-20,7,-62,-47,-40,-64,-23.5,-17,-50,14,-37,-15,23,13,15,-30,-54,-38
Bulgarie,BGR,2020-03-21,-19,-73,-52,-46,-73,-34,-26,-62,-14,-56,-42,16,10,12,-16,-43,-29
Bulgarie,BGR,2020-03-22,-27,-76,-64,-47,-77,-38,-25,-68,-22,-59,-42,15,11,11.5,-19,-46,-28
Bulgarie,BGR,2020-03-23,-29,-70,-56,-53,-72,-35,-23,-56,-24,-67,-51,28,18,19.5,-33,-58,-43
Bulgarie,BGR,2020-03-24,-38,-79,-58,-56,-73,-37.5,-30,-53,-33,-71,-51,30,19,21,-36,-60,-46
Bulgarie,BGR,2020-03-25,-34,-71,-57,-47,-72,-31.5,-20,-46,-27,-69,-43.5,29,18,20,-30,-59,-44
Bulgarie,BGR,2020-03-26,-25,-78,-54,-45,-70,-30,-21,-46,-22,-64,-39,28,17,19,-33,-59,-43.5
Bulgarie,BGR,2020-03-27,-20,-79,-53.5,-43,-71,-29,-22,-51,-20,-58,-35,29,17,20,-35,-57,-41
Bulgarie,BGR,2020-03-28,-24,-76,-54,-44,-73,-32,-24,-62,-18,-58,-42,18,11,14,-20,-44,-30
Bulgarie,BGR,2020-03-29,-10,-76,-56,-37,-74,-36.5,-23,-66,-3,-54,-27.5,15,10,11.5,-10,-43,-25
Bulgarie,BGR,2020-03-30,-2,-72,-48.5,-42,-63,-26.5,-21,-49,-1,-53,-28,25,12,15,-31,-55,-38
Bulgarie,BGR,2020-03-31,-29,-75,-51.5,-46,-69,-28,-22,-51,-19,-65,-45,26,15,17,-33,-56,-40
Bulgarie,BGR,2020-04-01,-38,-72,-54,-49,-70,-31,-20,-46,-30,-71,-45,28,15,19,-27,-58,-42
Bulgarie,BGR,2020-04-02,-27,-75,-51,-43,-71,-29,-18,-57,-20,-65,-41.5,28,14,18,-34,-58,-41
Bulgarie,BGR,2020-04-03,-15,-72,-50.5,-41,-64,-24,-17,-50,-12,-58,-34,27,14,17,-33,-55,-38.5
Bulgarie,BGR,2020-04-04,-39,-81,-61,-46,-76,-33.5,-23,-67,-29,-77,-57.5,19,11,15,-17,-47,-31.5
Bulgarie,BGR,2020-04-05,-37,-77,-65,-47,-79,-36,-24,-68,-20,-67,-53,16,12,13,-12,-49,-29.5
Bulgarie,BGR,2020-04-06,-16,-72,-48,-43,-63,-23,-13,-35,-3,-57,-33,25,13,16,-34,-55,-38
Bulgarie,BGR,2020-04-07,-10,-75,-45,-40,-60,-17,-10,-28,0,-57,-26.5,25,11,15,-33,-56,-38
Bulgarie,BGR,2020-04-08,2,-61,-47,-38,-58,-15.5,-6,-25,15,-52,-20,24,11,14,-22,-55,-37.5
Bulgarie,BGR,2020-04-09,13,-61,-42.5,-36,-56,-16,-5,-27,26,-44,-12,23,9,12,-31,-55,-36.5
Bulgarie,BGR,2020-04-10,10,-66,-43,-36,-57,-13,-6,-27,13,-46,-12,23,11,14,-31,-53,-36.5
Bulgarie,BGR,2020-04-11,10,-65,-47,-45,-66,-19,-8,-32,4,-53,-29,13,6,9,-10,-37,-25.5
Bulgarie,BGR,2020-04-12,12,-69,-52.5,-46,-68,-25,-19,-50,25,-46,-15,12,6,7,-6,-37,-21
Bulgarie,BGR,2020-04-13,18,-67,-43,-34,-54,-16,-5,-26,19,-49,-17,22,9,13,-32,-54,-36
Bulgarie,BGR,2020-04-14,0,-65,-43.5,-38,-61,-13,-2,-25,7,-61,-22.5,23,10,13,-31,-54,-36.5
Bulgarie,BGR,2020-04-15,-18,-68,-46,-33,-63,-4,8,-19,4,-60,-31,23,8,15,-20,-54,-37
Bulgarie,BGR,2020-04-16,33,-62,-32,-29,-51,1,18,-12,40,-47,-11,20,5,11,-29,-54,-37
Bulgarie,BGR,2020-04-17,7,-74,-59.5,-43,-64,-21,-2,-40,28,-59,-21,34,19,24,-58,-81,-67
Bulgarie,BGR,2020-04-18,-15,-74,-54,-55,-71,-37,-23,-51,-2,-62,-37,18,11,13,-24,-49,-40
Bulgarie,BGR,2020-04-19,12,-78,-63,-57,-77,-52,-42,-59,29,-49,-19,14,8,8.5,-18,-47,-31
Bulgarie,BGR,2020-04-20,-17,-78,-69.5,-62,-76,-43,-35,-54,9,-71,-38.5,35,20,26,-63,-85,-74
Bulgarie,BGR,2020-04-21,-18,-68,-46.5,-36,-68,-22,-13,-43,-19,-73,-34,25,12,15,-29,-55,-36
Bulgarie,BGR,2020-04-22,3,-60,-40,-33,-57,-14.5,-4,-29,9,-55,-21,23,8,13,-18,-53,-34
Bulgarie,BGR,2020-04-23,16,-67,-37,-33,-55,-15,-2,-29,24,-46,-10,22,8,12,-28,-52,-33
Bulgarie,BGR,2020-04-24,9,-66,-42,-33,-55,-17,-6,-29,11,-46,-17,23,10,13,-25,-51,-33
Bulgarie,BGR,2020-04-25,17,-66,-40,-43,-63,-21,-9,-33,11,-53,-28,11,5,8,-1,-30,-18.5
Bulgarie,BGR,2020-04-26,18,-70,-47,-39,-66,-25,-10,-45,24,-41,-16,12,5,6,0,-35,-16
Bulgarie,BGR,2020-04-27,15,-61,-38,-27,-49,-12.5,-3,-24,34,-29,-4,20,8,11,-27,-51,-31
Bulgarie,BGR,2020-04-28,4,-60,-36.5,-29,-54,-12,-3,-25,34,-37,-5,19,8,10,-25,-51,-31
Bulgarie,BGR,2020-04-29,8,-57,-34,-29,-52,-9,5,-23,36,-42,-5,21,6,11,-13,-50,-31
Bulgarie,BGR,2020-04-30,23,-63,-31,-25,-48,-4.5,12,-16,43,-30,-2,19,6,9,-25,-49,-31
Bulgarie,BGR,2020-05-01,21,-70,-50.5,-37,-58,-19,-4,-31,49,-31,5,28,14,19,-54,-76,-60
Bulgarie,BGR,2020-05-02,9,-66,-40,-37,-63,-23,-8,-35,18,-39,-18,13,6,8,-13,-34,-25
Bulgarie,BGR,2020-05-03,-15,-72,-54.5,-38,-66,-26,-12,-49,2,-53,-23,12,6,7,-2,-32,-21
Bulgarie,BGR,2020-05-04,1,-59,-39,-24,-50,-12,0,-22,14,-48,-18.5,20,9,13,-25,-49,-33
Bulgarie,BGR,2020-05-05,23,-60,-29,-16,-46,3,15,-12,48,-12,16,17,6,9,-23,-48,-30
Bulgarie,BGR,2020-05-06,15,-71,-56,-37,-64,-18,-3,-33,32,-64,-9,30,15,20,-56,-79,-64
Bulgarie,BGR,2020-05-07,35,-49,-23,-11,-47,-1,11,-21,61,-28,13.5,17,6,8,-23,-48,-29.5
Bulgarie,BGR,2020-05-08,43,-47,-29,-10,-41,-3,14,-17,56,-8,19,15,6,8,-21,-46,-27
Bulgarie,BGR,2020-05-09,48,-49,-27,-7,-44,-4,8,-22,83,1,29,3,-1,1,5,-21,-8
Bulgarie,BGR,2020-05-10,4,-60,-38,14,-42,-4,10,-36,117,4,65.5,1,-5,-2,13,-23,0.5
Bulgarie,BGR,2020-05-11,-11,-50,-25,2,-34,-1,11,-16,85,7,27,14,4,6,-17,-44,-24
Bulgarie,BGR,2020-05-12,37,-48,-22.5,-3,-37,-1,10,-17,94,-1,24,15,4,6,-16,-44,-24
Bulgarie,BGR,2020-05-13,23,-50,-22,4,-32,1,14,-15,54,6,30,14,2,6,-6,-42,-22.5
Bulgarie,BGR,2020-05-14,37,-49,-20,5,-34,2,18,-14,101,9,32,12,2,4,-17,-41,-22
Bulgarie,BGR,2020-05-15,41,-44,-20,2,-36,2.5,16,-18,59,-2,29,11,3,4.5,-12,-40,-22
Bulgarie,BGR,2020-05-16,46,-47,-18,17,-40,1.5,16,-20,115,1,27,2,-3,0,10,-18,-4.5
Bulgarie,BGR,2020-05-17,0,-50,-22,15,-36,-1.5,11,-31,129,5,57,-1,-6,-3.5,18,-14,6.5
Bulgarie,BGR,2020-05-18,-10,-40,-17,8,-27,1,13,-23,64,7,29,11,3,5,-16,-39,-20.5
Bulgarie,BGR,2020-05-19,40,-43,-20,7,-33,-1,8,-17,69,2,29.5,12,3,4.5,-12,-39,-21
Bulgarie,BGR,2020-05-20,30,-41,-15,10,-26,2,17,-12,91,-3,30.5,12,2,5,-5,-39,-21
Bulgarie,BGR,2020-05-21,28,-47,-26,-5,-38,-1,18,-20,14,-29,-7.5,13,6,7,-17,-40,-24
Suisse,CHE,2020-02-15,28,-6,12,18,-9,1,10,-6,61,20,36,0,-3,-1,9,-7,-1
Suisse,CHE,2020-02-16,29,-10,11,66,-5,11.5,49,-2,79,-7,24,1,-1,0,4,-12,-2
Suisse,CHE,2020-02-17,13,-16,-1,11,-10,-4,12,-12,48,-19,-3,3,0,1,7,-18,1
Suisse,CHE,2020-02-18,30,-12,4,25,-7,2,15,-9,81,6,25,2,0,0,6,-18,1
Suisse,CHE,2020-02-19,8,-30,-3,13,-13,-3,14,-14,22,-32,-6.5,2,0,1,6,-16,0.5
Suisse,CHE,2020-02-20,48,-13,9,23,-11,0,24,-12,281,6,27,1,-2,-1,3,-29,-1.5
Suisse,CHE,2020-02-21,22,-8,2,15,-9,1,12,-20,72,9,19,4,-1,1,1,-27,-1.5
Suisse,CHE,2020-02-22,40,-1,24,19,-17,0,13,-16,152,37,64,0,-4,-2,6,-13,-1
Suisse,CHE,2020-02-23,51,-35,16,70,-32,17,58,-39,129,-43,9,1,-2,-1,17,-7,0
Suisse,CHE,2020-02-24,43,-8,8,48,-9,2,15,-6,325,31,63,3,-1,0,3,-26,-8
Suisse,CHE,2020-02-25,25,-11,2,49,-8,6,20,-4,120,-14,6,4,0,1,5,-30,-8.5
Suisse,CHE,2020-02-26,1,-26,-7,5,-18,0,14,-13,10,-36,-17,6,0,2,4,-19,-6.5
Suisse,CHE,2020-02-27,0,-28,-7,7,-15,2,14,-12,12,-38,-26,6,1,2.5,3,-19,-5.5
Suisse,CHE,2020-02-28,7,-19,-1,9,-11,10,18,-7,42,-22,15,5,0,2,2,-18,-4
Suisse,CHE,2020-02-29,7,-24,-9,16,-23,6,14,-9,13,-29,-12,5,1,2,12,-8,-3
Suisse,CHE,2020-03-01,26,-20,1,32,-14,7.5,29,-34,92,-23,24,4,0,1,4,-3,-1
Suisse,CHE,2020-03-02,4,-28,-6,16,-15,-1,11,-13,9,-49,-18.5,11,1,2,3,-43,-1
Suisse,CHE,2020-03-03,3,-19,-4,3,-5,4,9,-7,22,-18,13,6,0,1.5,6,-27,0
Suisse,CHE,2020-03-04,2,-15,-3,8,-11,1,4,-11,27,-15,9,5,0,1,6,-28,-0.5
Suisse,CHE,2020-03-05,-5,-27,-12,0,-22,-4,5,-14,-16,-67,-35.5,7,2,3,2,-24,-1
Suisse,CHE,2020-03-06,3,-25,-9,6,-22,1,8,-12,11,-51,-13,7,1,3,6,-24,-1
Suisse,CHE,2020-03-07,7,-33,-8,9,-21,2,10,-11,48,-27,-1,4,1,2.5,6,-7,-2
Suisse,CHE,2020-03-08,25,-19,4,29,-14,8.5,43,-3,96,10,41,5,0,0,0,-8,-4
Suisse,CHE,2020-03-09,4,-32,-8,-2,-18,-3,9,-12,2,-52,-11,6,2,2.5,4,-8,-1
Suisse,CHE,2020-03-10,-3,-26,-10,-1,-18,-3,13,-12,0,-58,-24,7,2,3,2,-10,-1
Suisse,CHE,2020-03-11,3,-14,-6,0,-20,2,11,-8,41,-18,12,8,1,2,2,-13,-1
Suisse,CHE,2020-03-12,0,-29,-9,6,-32,7,17,0,11,-44,-1,12,2,3,4,-21,-3
Suisse,CHE,2020-03-13,-3,-33,-13,8,-37,24,36,10,29,-25,-1,14,3,5,4,-24,-3
Suisse,CHE,2020-03-14,-13,-50,-24,4,-55,16,33,-5,32,-46,1,17,6,7,2,-28,-7
Suisse,CHE,2020-03-15,23,-51,-12,25,-80,13,40,-54,131,-40,61.5,16,3,5,-3,-36,-11
Suisse,CHE,2020-03-16,-14,-51,-28,19,-69,28,46,-10,69,-18,1,20,6,10,-7,-44,-15.5
Suisse,CHE,2020-03-17,-17,-54,-39,-36,-73,4,20,-18,66,-30,11,23,12,16,-13,-54,-25.5
Suisse,CHE,2020-03-18,-12,-60,-43,-40,-74,0,22,-18,99,-25,16.5,25,13,16,-20,-58,-30.5
Suisse,CHE,2020-03-19,-12,-68,-50,-43,-85,-4,23,-79,67,-36,16,31,14,20.5,-27,-81,-40.5
Suisse,CHE,2020-03-20,-30,-73,-54,-46,-83,0,23,-22,48,-45,-15,32,17,23,-24,-72,-39.5
Suisse,CHE,2020-03-21,-33,-76,-61,-64,-87,-22,-4,-37,6,-71,-21,22,18,19,-24,-55,-42
Suisse,CHE,2020-03-22,-51,-82,-67,-70,-91,-43,-15,-75,13,-77,-51,17,13,15,-36,-59,-43
Suisse,CHE,2020-03-23,-34,-79,-57,-47,-81,-18,0,-30,42,-56,-24,31,16,20.5,-28,-71,-38
Suisse,CHE,2020-03-24,-20,-79,-54,-51,-81,-19,-3,-33,42,-55,-14,32,18,22.5,-29,-72,-40
Suisse,CHE,2020-03-25,-37,-79,-56,-51,-83,-16,3,-37,40,-56,-22,31,18,21.5,-30,-71,-41
Suisse,CHE,2020-03-26,-30,-81,-56,-51,-84,-14,6,-38,24,-68,-20,34,18,23,-30,-72,-41.5
Suisse,CHE,2020-03-27,-27,-80,-55,-50,-82,-8,16,-29,66,-48,-3,35,19,24,-28,-71,-41
Suisse,CHE,2020-03-28,-13,-78,-47,-53,-84,-13,6,-36,125,-47,7.5,21,15,16,-29,-55,-43
Suisse,CHE,2020-03-29,-48,-84,-66,-72,-92,-46,-21,-78,-12,-73,-44,17,13,15,-38,-57,-43.5
Suisse,CHE,2020-03-30,-38,-82,-60,-56,-83,-20,-2,-37,2,-69,-48,32,18,21.5,-28,-72,-40
Suisse,CHE,2020-03-31,-9,-77,-51,-75,-91,5,35,-29,69,-55,-6.5,32,17,21.5,-30,-72,-41
Suisse,CHE,2020-04-01,-9,-76,-49,-76,-91,2,34,-31,79,-52,3,30,16,20,-29,-70,-40
Suisse,CHE,2020-04-02,-27,-77,-49,-70,-90,4,46,-80,63,-43,9,33,17,21.5,-33,-71,-42
Suisse,CHE,2020-04-03,-25,-77,-51,-57,-87,9,38,-22,62,-43,17,34,19,23,-31,-69,-41.5
Suisse,CHE,2020-04-04,-9,-77,-44,-62,-88,0,30,-31,99,-43,3.5,21,15,16,-29,-52,-41
Suisse,CHE,2020-04-05,-2,-77,-40,-62,-88,-15,18,-73,110,-41,41,14,10,11.5,-31,-57,-39
Suisse,CHE,2020-04-06,-11,-75,-49,-63,-84,-8.5,14,-26,92,-36,5,29,15,19,-31,-69,-40.5
Suisse,CHE,2020-04-07,-9,-74,-47,-53,-83,0,25,-24,100,-30,17,30,15,19.5,-31,-70,-41.5
Suisse,CHE,2020-04-08,-7,-75,-49,-49,-83,6.5,29,-25,121,-32,19.5,28,14,18,-29,-68,-40.5
Suisse,CHE,2020-04-09,-11,-74,-46,-42,-83,28,57,-21,78,-34,25,29,14,19.5,-34,-69,-43
Suisse,CHE,2020-04-10,-8,-81,-59,-83,-92,-84,-4,-90,141,-28,53,37,27,34.5,-66,-89,-86
Suisse,CHE,2020-04-11,5,-74,-40,-58,-85,19,46,-21,119,-35,15,20,13,15,-24,-52,-40
Suisse,CHE,2020-04-12,-2,-77,-42,-63,-90,-43,-18,-76,103,-42,25,15,9,11,-28,-58,-35.5
Suisse,CHE,2020-04-13,-10,-81,-56,-80,-92,-82,-51,-91,148,-14,19,34,26,30.5,-76,-89,-86
Suisse,CHE,2020-04-14,-14,-73,-46,-54,-81,0,14,-21,68,-39,-8,29,15,19,-25,-68,-41
Suisse,CHE,2020-04-15,-5,-73,-45,-57,-83,-12,1,-26,111,-32,25.5,27,15,18.5,-28,-66,-40
Suisse,CHE,2020-04-16,-8,-74,-47,-53,-82,-12,2,-29,83,-29,37,30,15,19.5,-30,-67,-39.5
Suisse,CHE,2020-04-17,-10,-74,-43,-56,-81,-8,9,-26,129,-30,31.5,31,16,20.5,-27,-66,-38.5
Suisse,CHE,2020-04-18,2,-74,-38,-59,-86,-11,9,-30,136,-35,22,19,13,14,-21,-47,-35
Suisse,CHE,2020-04-19,-6,-77,-41,-57,-89,-41,-5,-72,123,-35,23.5,15,9,11,-25,-53,-32.5
Suisse,CHE,2020-04-20,-12,-73,-46,-56,-81,-20,-6,-34,74,-58,-2,27,14,18,-24,-64,-36
Suisse,CHE,2020-04-21,-14,-71,-44,-54,-80,-14,1,-30,75,-48,-2,29,14,18,-23,-65,-36.5
Suisse,CHE,2020-04-22,1,-69,-42,-55,-78,-14,-2,-29,107,-17,42,26,13,17,-25,-63,-36
Suisse,CHE,2020-04-23,-3,-71,-41,-53,-78,-10,4,-28,100,-20,50,28,13,18,-26,-64,-36.5
Suisse,CHE,2020-04-24,-9,-71,-41,-53,-79,-2,16,-22,115,-26,29.5,29,15,19,-25,-62,-36
Suisse,CHE,2020-04-25,10,-72,-36,-58,-86,-7,12,-25,117,-41,14.5,18,12,13,-19,-47,-33
Suisse,CHE,2020-04-26,-14,-75,-43,-58,-88,-41.5,-10,-74,114,-45,4,15,9,11,-25,-53,-29
Suisse,CHE,2020-04-27,-9,-65,-35,-45,-73,-4,12,-22,102,-32,20,24,11,15.5,-21,-58,-31.5
Suisse,CHE,2020-04-28,-23,-68,-42,-49,-74,-4,10,-24,45,-52,-35,25,12,16.5,-19,-59,-33.5
Suisse,CHE,2020-04-29,-16,-64,-41,-52,-75,-4,11,-21,35,-41,-2,23,13,16,-18,-56,-32.5
Suisse,CHE,2020-04-30,-24,-71,-49,-41,-75,-4,37,-27,-4,-65,-39,28,13,18,-22,-59,-34
Suisse,CHE,2020-05-01,-21,-74,-54,-45,-92,-19,21,-90,25,-59,-23,36,15,25,-22,-82,-45.5
Suisse,CHE,2020-05-02,-29,-73,-41,-47,-81,0,25,-21,19,-68,-30,19,13,14,-19,-45,-29
Suisse,CHE,2020-05-03,-3,-71,-30,-56,-85,-29.5,4,-67,125,-40,33.5,13,8,9,-19,-53,-28
Suisse,CHE,2020-05-04,-7,-60,-35,-37,-71,-9,8,-23,91,-10,48,21,9,14,-20,-53,-30
Suisse,CHE,2020-05-05,-25,-62,-43,-44,-72,-6,11,-23,11,-62,-13,24,12,16,-19,-55,-31.5
Suisse,CHE,2020-05-06,-8,-60,-38,-44,-71,-4,9,-18,85,-23,10.5,21,11,14,-19,-52,-30
Suisse,CHE,2020-05-07,10,-60,-31,-32,-69,1,12,-15,108,-7,62,22,9,14,-21,-52,-30.5
Suisse,CHE,2020-05-08,2,-62,-33,-34,-70,4,20,-11,137,-14,62,23,10,15,-16,-50,-30.5
Suisse,CHE,2020-05-09,21,-62,-22,-34,-75,7.5,23,-17,156,-17,65.5,12,7,9,-7,-40,-20
Suisse,CHE,2020-05-10,8,-67,-25,-47,-85,-2,20,-72,117,-32,43,11,6,7,-1,-48,-18.5
Suisse,CHE,2020-05-11,-6,-54,-36,-16,-55,-6,9,-17,8,-68,-26.5,19,8,13,-13,-44,-22.5
Suisse,CHE,2020-05-12,0,-50,-30,-12,-52,3,13,-17,48,-33,-5,18,8,12,-7,-42,-23
Suisse,CHE,2020-05-13,-2,-57,-36,-18,-55,-3,8,-18,15,-64,-31,20,10,13,-12,-44,-22.5
Suisse,CHE,2020-05-14,-8,-56,-35,-15,-57,2,14,-13,17,-55,-15,18,7,12,-14,-42,-23
Suisse,CHE,2020-05-15,-8,-57,-31,-17,-57,4,14,-15,26,-52,-6,20,11,13,-5,-41,-21.5
Suisse,CHE,2020-05-16,-1,-64,-21,-15,-62,6,27,-21,110,-52,27,13,7,8,0,-35,-11
Suisse,CHE,2020-05-17,32,-58,-12,-1,-73,2.5,25,-68,180,-12,92,9,4,5.5,-2,-40,-11
Suisse,CHE,2020-05-18,6,-50,-25,-8,-52,1,15,-15,114,2,47,16,5,10,-14,-39,-21
Suisse,CHE,2020-05-19,14,-45,-22,-7,-48,9,20,-11,125,6,46,16,5,10,-9,-39,-21.5
Suisse,CHE,2020-05-20,25,-44,-14,12,-36,30,46,7,71,-46,15,12,3,7,-13,-38,-21
Suisse,CHE,2020-05-21,63,-62,-21.5,-47,-76,-71,-63,-83,201,-42,108,23,13,20.5,-73,-85,-81
République tchèque,CZE,2020-02-15,25,7,14.5,24,1,9,15,5,90,18,41,-1,-3,-2,7,-1,4
République tchèque,CZE,2020-02-16,19,5,14,20,6,10,15,4,58,6,21,-1,-3,-1,5,0,3
République tchèque,CZE,2020-02-17,12,-2,3.5,11,-1,4,7,-5,43,7,22,1,-1,0,5,-20,2
République tchèque,CZE,2020-02-18,8,-1,4.5,17,3,7,12,-5,49,12,28.5,1,-1,0,5,-20,2
République tchèque,CZE,2020-02-19,4,-7,1.5,9,-4,3.5,6,-8,15,-4,7,1,0,0,4,-20,2
République tchèque,CZE,2020-02-20,12,-4,5,11,-3,4,6,-6,35,5,16.5,1,-1,0,4,-21,1
République tchèque,CZE,2020-02-21,9,-9,4.5,9,-6,5.5,7,-4,22,-3,5.5,2,0,0,4,-21,1
République tchèque,CZE,2020-02-22,25,6,15,18,5,6,12,2,60,14,32,-1,-5,-2,9,1,5
République tchèque,CZE,2020-02-23,19,-8,5,12,-8,4.5,7,-1,-4,-49,-28,1,-1,0,5,-1,2
République tchèque,CZE,2020-02-24,8,-11,2.5,12,1,3,6,-3,41,5,13.5,2,0,0,4,-15,1.5
République tchèque,CZE,2020-02-25,11,-10,2,16,0,8.5,10,1,38,-7,15,3,-1,1,4,-16,1.5
République tchèque,CZE,2020-02-26,7,-14,0,8,-2,7.5,11,-1,17,1,11,2,-1,0,4,-16,1.5
République tchèque,CZE,2020-02-27,8,-14,1,8,-3,11,14,4,22,4,8.5,2,-1,0,4,-17,1
République tchèque,CZE,2020-02-28,10,-14,0.5,4,-5,6,10,2,12,-12,0.5,2,-1,1,4,-17,0.5
République tchèque,CZE,2020-02-29,7,-4,2.5,8,-3,5,10,0,21,-6,1,1,-2,0,7,3,4.5
République tchèque,CZE,2020-03-01,21,2,8.5,15,0,9,13,6,38,4,15,0,-2,-1,8,0,5
République tchèque,CZE,2020-03-02,8,-17,0.5,6,-4,5,7,-4,36,4,19.5,2,-1,0,6,-18,2.5
République tchèque,CZE,2020-03-03,3,-21,-5.5,10,-8,0,5,-7,10,-17,-3.5,3,0,1.5,4,-19,1.5
République tchèque,CZE,2020-03-04,6,-15,-1,7,0,3,6,-4,30,9,18.5,1,0,0,4,-20,2
République tchèque,CZE,2020-03-05,9,-13,0.5,9,-5,2.5,6,-5,31,12,22.5,2,-1,0,4,-21,2
République tchèque,CZE,2020-03-06,7,-20,-1,4,-7,4,7,-3,13,-15,1,4,0,1,3,-22,2
République tchèque,CZE,2020-03-07,11,-18,-3,6,-5,6.5,8,4,18,-16,-5.5,1,-1,0,6,0,4.5
République tchèque,CZE,2020-03-08,27,-2,7.5,23,5,18,23,11,70,16,37,-1,-2,-1,8,2,5.5
République tchèque,CZE,2020-03-09,5,-19,-1,6,-3,3,6,-1,27,-5,11.5,3,0,1,4,-18,1.5
République tchèque,CZE,2020-03-10,11,-19,2,14,-5,18,24,9,45,-7,10,3,-1,1,4,-19,1.5
République tchèque,CZE,2020-03-11,-9,-23,-17,-1,-16,9,12,1,10,-30,-3.5,7,3,5,-10,-22,-12.5
République tchèque,CZE,2020-03-12,-9,-28,-18,4,-15,21.5,25,16,49,-8,18,7,3,4,-11,-24,-13.5
République tchèque,CZE,2020-03-13,-18,-38,-28.5,-12,-28,12.5,18,8,22,-23,9,11,5,7,-12,-24,-15.5
République tchèque,CZE,2020-03-14,3,-42,-24.5,-48,-62,16.5,22,9,84,-11,34,7,3,5,-1,-10,-6
République tchèque,CZE,2020-03-15,7,-48,-34,-45,-64,13.5,24,-1,100,-6,43,6,3,4,-6,-20,-10.5
République tchèque,CZE,2020-03-16,-36,-58,-48,-52,-70,-12,-4,-22,14,-44,-8,21,11,13,-23,-42,-25.5
République tchèque,CZE,2020-03-17,-40,-65,-52,-57,-74,-24,-17,-29,37,-43,0,25,14,16,-32,-54,-33
République tchèque,CZE,2020-03-18,-39,-65,-52,-55,-73,-20.5,-13,-26,51,-33,11.5,25,14,17,-33,-55,-36
République tchèque,CZE,2020-03-19,-41,-68,-54.5,-59,-75,-21.5,-14,-29,36,-49,5,26,15,18,-36,-58,-38.5
République tchèque,CZE,2020-03-20,-45,-69,-59,-61,-73,-15.5,-9,-25,11,-62,-6.5,27,18,21,-37,-56,-39
République tchèque,CZE,2020-03-21,-53,-74,-67,-74,-82,-23,-16,-29,-40,-76,-56.5,17,13,15,-24,-38,-31.5
République tchèque,CZE,2020-03-22,-41,-77,-68.5,-72,-81,-30.5,-23,-36,0,-59,-40.5,17,9,12,-24,-39,-30.5
République tchèque,CZE,2020-03-23,-46,-68,-57,-55,-72,-20,-14,-30,14,-53,-17,26,16,19.5,-36,-56,-39.5
République tchèque,CZE,2020-03-24,-44,-68,-54,-55,-73,-19.5,-14,-29,28,-45,-5,27,16,20,-38,-58,-40.5
République tchèque,CZE,2020-03-25,-43,-67,-53,-55,-72,-18,-12,-29,31,-45,-2.5,27,16,19,-37,-58,-39.5
République tchèque,CZE,2020-03-26,-45,-69,-57,-57,-73,-18,-13,-29,15,-55,-10,28,18,20,-39,-58,-42
République tchèque,CZE,2020-03-27,-38,-67,-57,-56,-70,-15,-11,-23,62,-39,22,26,18,21,-39,-56,-41.5
République tchèque,CZE,2020-03-28,-15,-63,-51.5,-63,-76,-19,-11,-26,120,-33,43,12,9,10,-21,-32,-26
République tchèque,CZE,2020-03-29,-37,-74,-64,-67,-78,-26,-20,-38,27,-58,-14.5,15,9,10,-26,-38,-29
République tchèque,CZE,2020-03-30,-43,-66,-55,-51,-69,-18,-12,-28,24,-51,-7.5,25,17,19,-37,-56,-39.5
République tchèque,CZE,2020-03-31,-46,-68,-55.5,-54,-72,-16.5,-11,-28,1,-53,-11,26,18,20,-39,-57,-41
République tchèque,CZE,2020-04-01,-40,-65,-53.5,-51,-70,-15.5,-8,-24,52,-33,12.5,25,16,19,-37,-56,-40
République tchèque,CZE,2020-04-02,-38,-65,-54.5,-51,-69,-14.5,-9,-24,61,-32,20,25,16,19,-39,-57,-40.5
République tchèque,CZE,2020-04-03,-43,-67,-59,-55,-70,-11,-7,-22,9,-60,-2.5,27,19,21,-39,-56,-40.5
République tchèque,CZE,2020-04-04,-22,-64,-52.5,-64,-73,-16,-9,-21,57,-44,18,13,9,11,-21,-33,-26
République tchèque,CZE,2020-04-05,2,-64,-50.5,-51,-70,-14.5,-5,-26,138,-17,66.5,10,5,7,-20,-34,-26
République tchèque,CZE,2020-04-06,-33,-62,-49.5,-41,-66,-10.5,-4,-23,82,-26,40.5,22,14,16.5,-37,-55,-40
République tchèque,CZE,2020-04-07,-24,-58,-42,-53,-71,1,7,-11,73,-57,36,22,13,16,-38,-55,-40
République tchèque,CZE,2020-04-08,-24,-58,-40.5,-51,-70,10,17,-6,78,-58,32,20,12,15,-37,-55,-40
République tchèque,CZE,2020-04-09,-19,-56,-38,-40,-64,28.5,33,4,75,-63,35.5,18,11,13.5,-40,-56,-43.5
République tchèque,CZE,2020-04-10,-35,-72,-62,-66,-81,-23,-11,-31,111,-66,47.5,29,23,27,-73,-81,-78
République tchèque,CZE,2020-04-11,6,-55,-35.5,-56,-73,4.5,13,-13,103,-66,43.5,8,5,7,-22,-31,-26.5
