country_name_fr,date,max_transit,min_transit,med_transit,max_retail,min_retail,med_retail,max_gp,min_gp,med_gp,max_parks,min_parks,med_parks,max_workplaces,min_workplaces,med_workplaces,max_res,min_res,med_res
République tchèque,2020-05-01,-0.33,-0.67,-0.57,-0.53,-0.72,-0.66,-0.23,-0.36,-0.31,1.36,-0.16,0.52,-0.71,-0.78,-0.76,0.28,0.21,0.25
République tchèque,2020-05-02,-0.02,-0.51,-0.3,-0.4,-0.66,-0.52,0.14,-0.19,0.02,0.86,-0.41,0.31,-0.11,-0.24,-0.17,0.08,0.04,0.06
République tchèque,2020-05-03,0.02,-0.52,-0.38,-0.32,-0.62,-0.5,0.07,-0.17,-0.06,0.68,-0.29,0.12,-0.09,-0.21,-0.13,0.05,0.02,0.04
République tchèque,2020-05-04,-0.23,-0.48,-0.34,-0.25,-0.56,-0.41,0.06,-0.13,-0.015,0.45,-0.31,0.135,-0.25,-0.43,-0.265,0.16,0.1,0.11
République tchèque,2020-05-05,-0.18,-0.47,-0.33,-0.27,-0.57,-0.425,0.08,-0.1,0.02,0.38,-0.27,0.14,-0.25,-0.43,-0.27,0.17,0.1,0.12
République tchèque,2020-05-06,-0.17,-0.43,-0.31,-0.25,-0.54,-0.41,0.19,-0.06,0.105,0.49,-0.23,0.09,-0.25,-0.42,-0.27,0.15,0.08,0.12
République tchèque,2020-05-07,-0.05,-0.39,-0.245,-0.07,-0.49,-0.265,0.5,0.12,0.385,1.01,0.02,0.51,-0.27,-0.43,-0.29,0.09,0.05,0.07
République tchèque,2020-05-08,-0.17,-0.55,-0.435,-0.51,-0.72,-0.66,-0.72,-0.81,-0.77,2.35,0.43,1.47,-0.67,-0.77,-0.75,0.23,0.17,0.205
République tchèque,2020-05-09,0.3,-0.43,-0.14,-0.14,-0.61,-0.36,0.47,-0.05,0.3,1.88,-0.19,1.15,-0.01,-0.14,-0.06,0.01,-0.01,0.01
Roumanie,2020-02-15,0.21,0.01,0.07,0.16,0.02,0.08,0.13,-0.03,0.06,0.32,-0.16,0.03,0.08,-0.01,0.04,-0.01,-0.02,-0.01
Roumanie,2020-02-16,0.23,0.03,0.12,0.22,0.04,0.12,0.19,0.03,0.1,0.59,0.02,0.215,0.07,0.01,0.04,-0.01,-0.04,-0.02
Roumanie,2020-02-17,0.18,0.01,0.075,0.1,0.01,0.06,0.08,-0.01,0.035,0.39,-0.03,0.155,0.04,0.01,0.02,-0.01,-0.02,-0.01
Roumanie,2020-02-18,0.2,0.01,0.07,0.12,0.01,0.05,0.1,-0.02,0.06,0.42,0.01,0.14,0.04,0.01,0.02,-0.01,-0.02,-0.01
Roumanie,2020-02-19,0.13,-0.06,0.05,0.11,-0.03,0.04,0.08,-0.04,0.04,0.26,-0.26,0.075,0.06,-0.01,0.02,-0.01,-0.03,-0.01
Roumanie,2020-02-20,0.13,-0.06,0.02,0.06,-0.06,0,0.05,-0.1,0.01,0.1,-0.18,0,0.06,-0.02,0.03,0.02,-0.02,-0.01
Roumanie,2020-02-21,0.29,-0.06,0.09,0.1,-0.07,0.01,0.13,-0.09,0.06,0.17,-0.21,0.02,0.4,0.14,0.275,-0.01,-0.04,-0.02
Roumanie,2020-02-22,0.24,-0.07,0.06,0.12,-0.04,0.02,0.05,-0.11,-0.02,0.38,-0.1,0.07,0.08,0.02,0.05,-0.01,-0.03,-0.01
Roumanie,2020-02-23,0.28,0.04,0.095,0.41,0.02,0.075,0.11,-0.05,0.03,0.37,-0.08,0.13,0.06,0.02,0.04,-0.01,-0.03,-0.01
Roumanie,2020-02-24,0.12,-0.1,0.03,0.06,-0.07,-0.01,0.08,-0.06,0.01,0.18,-0.13,-0.01,0.03,0.01,0.02,0.01,-0.01,-0.01
Roumanie,2020-02-25,0.14,-0.03,0.06,0.12,-0.03,0.04,0.15,-0.03,0.07,0.47,0.03,0.17,0.06,0.02,0.03,0.01,-0.02,-0.01
Roumanie,2020-02-26,0.18,-0.04,0.05,0.24,-0.05,0.03,0.16,0.01,0.07,0.56,-0.02,0.135,0.06,0.01,0.03,0.01,-0.03,-0.015
Roumanie,2020-02-27,0.07,-0.21,-0.03,0.01,-0.15,-0.05,0.04,-0.1,-0.03,0.26,-0.17,-0.07,0.03,0.01,0.02,0.02,-0.01,0.01
Roumanie,2020-02-28,0.24,-0.04,0.08,0.12,-0.14,0,0.14,-0.09,0.05,0.24,-0.2,-0.04,0.41,0.14,0.28,0.01,-0.04,-0.02
Roumanie,2020-02-29,0.22,-0.08,0.055,0.16,-0.11,0.035,0.17,-0.06,0.065,0.36,-0.21,0.09,0.1,0.02,0.065,0.01,-0.01,-0.01
Roumanie,2020-03-01,0.27,-0.01,0.145,0.34,0.04,0.125,0.31,0.01,0.16,0.65,-0.03,0.28,0.13,0.04,0.08,-0.01,-0.04,-0.015
Roumanie,2020-03-02,0.22,0.01,0.04,0.1,-0.07,-0.01,0.05,-0.08,-0.01,0.32,-0.05,0.06,0.05,0.01,0.03,0.01,-0.01,-0.01
Roumanie,2020-03-03,0.15,-0.13,0.03,0.05,-0.07,-0.01,0.05,-0.06,0.01,0.76,-0.03,0.12,0.07,0.02,0.03,-0.01,-0.02,-0.01
Roumanie,2020-03-04,0.18,-0.09,0.05,0.14,-0.1,0.03,0.08,-0.06,0.02,0.37,-0.17,0.135,0.06,0.01,0.04,0.02,-0.02,-0.01
Roumanie,2020-03-05,0.18,-0.08,0.015,0.06,-0.09,0,0.07,-0.08,0.015,0.17,-0.19,-0.045,0.09,0.02,0.045,0.01,-0.01,-0.01
Roumanie,2020-03-06,0.26,-0.04,0.12,0.33,-0.05,0.05,0.16,-0.06,0.08,0.48,-0.18,0.08,0.44,0.16,0.29,-0.01,-0.05,-0.03
Roumanie,2020-03-07,0.32,-0.05,0.09,0.32,-0.01,0.125,0.2,-0.03,0.095,1.11,-0.08,0.175,0.17,0.02,0.08,0.01,-0.04,-0.02
Roumanie,2020-03-08,0.36,-0.09,0.15,0.51,0.06,0.185,0.33,0.01,0.175,0.37,-0.24,-0.04,0.13,0.02,0.07,-0.01,-0.03,-0.02
Roumanie,2020-03-09,0.1,-0.07,0.015,0.05,-0.09,0,0.05,-0.04,0.02,0.32,-0.21,0.04,0.05,0.01,0.025,0.01,-0.02,-0.01
Roumanie,2020-03-10,0.15,-0.11,0.025,0.11,-0.07,0.015,0.23,0.04,0.105,0.4,-0.23,0.065,0.04,-0.02,0.01,0.01,-0.03,-0.01
Roumanie,2020-03-11,0.18,-0.2,-0.05,0.14,-0.12,-0.05,0.49,0.02,0.14,0.48,-0.2,0.02,-0.1,-0.23,-0.17,0.05,0.01,0.02
Roumanie,2020-03-12,0.16,-0.27,-0.07,0.12,-0.22,-0.06,0.32,-0.05,0.12,0.68,-0.08,0.19,-0.11,-0.24,-0.18,0.07,0.01,0.03
Roumanie,2020-03-13,0.14,-0.25,-0.07,0.16,-0.3,-0.12,0.21,-0.13,0.08,0.54,-0.25,0.01,0.05,-0.18,0.01,0.09,0.01,0.03
Roumanie,2020-03-14,0.02,-0.35,-0.125,0.03,-0.48,-0.24,0.17,-0.07,0.025,0.19,-0.5,-0.09,0.06,-0.09,-0.03,0.08,0.01,0.02
Roumanie,2020-03-15,-0.09,-0.45,-0.22,0.04,-0.55,-0.34,0.25,-0.06,0.06,0.1,-0.68,-0.25,-0.05,-0.14,-0.1,0.09,0.03,0.06
Roumanie,2020-03-16,-0.06,-0.5,-0.23,-0.01,-0.46,-0.22,0.01,-0.19,-0.1,0.25,-0.49,-0.06,-0.2,-0.4,-0.27,0.16,0.05,0.08
Roumanie,2020-03-17,-0.07,-0.52,-0.25,-0.09,-0.5,-0.28,-0.06,-0.25,-0.15,0.27,-0.46,-0.04,-0.22,-0.44,-0.29,0.18,0.05,0.08
Roumanie,2020-03-18,-0.08,-0.53,-0.27,-0.09,-0.52,-0.34,0.01,-0.26,-0.14,0.4,-0.47,-0.01,-0.24,-0.46,-0.31,0.18,0.06,0.09
Roumanie,2020-03-19,-0.12,-0.57,-0.315,-0.18,-0.56,-0.4,-0.06,-0.3,-0.205,0.41,-0.37,-0.04,-0.25,-0.46,-0.33,0.19,0.07,0.09
Roumanie,2020-03-20,-0.04,-0.52,-0.3,-0.19,-0.57,-0.435,0.02,-0.3,-0.17,0.38,-0.5,-0.095,-0.09,-0.41,-0.16,0.19,0.06,0.085
Roumanie,2020-03-21,-0.06,-0.53,-0.34,-0.23,-0.66,-0.53,-0.01,-0.36,-0.22,0.92,-0.55,-0.19,-0.07,-0.26,-0.19,0.11,0.04,0.06
Roumanie,2020-03-22,-0.38,-0.68,-0.505,-0.44,-0.71,-0.61,-0.06,-0.38,-0.21,-0.24,-0.79,-0.525,-0.17,-0.39,-0.255,0.13,0.07,0.1
Roumanie,2020-03-23,-0.36,-0.69,-0.53,-0.48,-0.72,-0.59,-0.25,-0.47,-0.37,-0.17,-0.78,-0.44,-0.35,-0.56,-0.44,0.25,0.14,0.17
Roumanie,2020-03-24,-0.32,-0.68,-0.52,-0.47,-0.71,-0.57,-0.2,-0.42,-0.29,-0.11,-0.76,-0.4,-0.39,-0.58,-0.46,0.26,0.12,0.17
Roumanie,2020-03-25,-0.44,-0.73,-0.58,-0.51,-0.78,-0.68,-0.35,-0.58,-0.48,-0.15,-0.81,-0.5,-0.42,-0.64,-0.5,0.29,0.16,0.2
Roumanie,2020-03-26,-0.46,-0.76,-0.62,-0.53,-0.79,-0.71,-0.42,-0.64,-0.53,-0.06,-0.79,-0.5,-0.42,-0.62,-0.5,0.3,0.18,0.2
Roumanie,2020-03-27,-0.45,-0.72,-0.59,-0.54,-0.78,-0.7,-0.33,-0.61,-0.46,-0.11,-0.77,-0.48,-0.25,-0.57,-0.35,0.3,0.16,0.19
Roumanie,2020-03-28,-0.44,-0.75,-0.64,-0.58,-0.83,-0.745,-0.37,-0.6,-0.48,-0.07,-0.83,-0.53,-0.23,-0.46,-0.35,0.21,0.12,0.14
Roumanie,2020-03-29,-0.59,-0.79,-0.725,-0.7,-0.85,-0.81,-0.46,-0.65,-0.545,-0.39,-0.86,-0.605,-0.29,-0.48,-0.385,0.18,0.13,0.15
Roumanie,2020-03-30,-0.42,-0.71,-0.58,-0.47,-0.74,-0.63,-0.29,-0.51,-0.43,0.03,-0.78,-0.4,-0.4,-0.62,-0.49,0.28,0.14,0.18
Roumanie,2020-03-31,-0.41,-0.73,-0.6,-0.53,-0.77,-0.66,-0.3,-0.55,-0.44,-0.13,-0.81,-0.46,-0.42,-0.64,-0.5,0.29,0.16,0.19
Roumanie,2020-04-01,-0.4,-0.72,-0.58,-0.48,-0.75,-0.64,-0.27,-0.54,-0.42,-0.08,-0.8,-0.39,-0.41,-0.64,-0.5,0.28,0.14,0.18
Roumanie,2020-04-02,-0.4,-0.72,-0.58,-0.45,-0.75,-0.65,-0.3,-0.56,-0.43,0.03,-0.77,-0.39,-0.4,-0.63,-0.5,0.29,0.15,0.18
Roumanie,2020-04-03,-0.37,-0.72,-0.56,-0.46,-0.75,-0.65,-0.23,-0.56,-0.39,-0.03,-0.76,-0.4,-0.24,-0.58,-0.35,0.28,0.13,0.17
Roumanie,2020-04-04,-0.41,-0.75,-0.6,-0.58,-0.81,-0.72,-0.3,-0.56,-0.42,-0.08,-0.84,-0.48,-0.22,-0.46,-0.345,0.19,0.1,0.13
Roumanie,2020-04-05,-0.55,-0.8,-0.71,-0.68,-0.84,-0.79,-0.4,-0.62,-0.49,-0.32,-0.88,-0.57,-0.31,-0.46,-0.39,0.18,0.12,0.15
Roumanie,2020-04-06,-0.35,-0.71,-0.55,-0.46,-0.72,-0.6,-0.26,-0.49,-0.39,0.05,-0.77,-0.33,-0.4,-0.63,-0.49,0.27,0.14,0.17
Roumanie,2020-04-07,-0.26,-0.7,-0.54,-0.42,-0.72,-0.59,-0.23,-0.48,-0.35,0.15,-0.77,-0.28,-0.4,-0.63,-0.5,0.27,0.13,0.17
Roumanie,2020-04-08,-0.26,-0.7,-0.53,-0.39,-0.71,-0.58,-0.19,-0.48,-0.34,0.18,-0.76,-0.265,-0.4,-0.63,-0.495,0.26,0.11,0.155
Roumanie,2020-04-09,-0.23,-0.71,-0.55,-0.41,-0.71,-0.59,-0.19,-0.49,-0.34,0.2,-0.74,-0.27,-0.39,-0.62,-0.49,0.27,0.13,0.16
Roumanie,2020-04-10,-0.3,-0.67,-0.51,-0.34,-0.7,-0.58,-0.09,-0.45,-0.27,0.04,-0.72,-0.32,-0.22,-0.57,-0.36,0.26,0.11,0.15
Roumanie,2020-04-11,-0.24,-0.71,-0.525,-0.39,-0.75,-0.64,-0.09,-0.43,-0.275,-0.01,-0.79,-0.375,-0.17,-0.41,-0.31,0.17,0.08,0.11
Roumanie,2020-04-12,-0.44,-0.8,-0.66,-0.63,-0.82,-0.76,-0.3,-0.57,-0.43,-0.06,-0.83,-0.46,-0.21,-0.41,-0.34,0.16,0.09,0.13
Roumanie,2020-04-13,-0.28,-0.7,-0.54,-0.36,-0.83,-0.555,-0.18,-0.72,-0.31,0.26,-0.75,-0.28,-0.39,-0.78,-0.5,0.26,0.12,0.16
Roumanie,2020-04-14,-0.24,-0.69,-0.54,-0.35,-0.69,-0.55,-0.1,-0.45,-0.25,0.16,-0.75,-0.33,-0.38,-0.62,-0.51,0.26,0.12,0.17
Roumanie,2020-04-15,-0.18,-0.67,-0.48,-0.24,-0.65,-0.5,0.05,-0.38,-0.14,0.22,-0.74,-0.245,-0.39,-0.62,-0.49,0.25,0.11,0.155
Roumanie,2020-04-16,-0.15,-0.67,-0.46,-0.23,-0.64,-0.5,0.1,-0.36,-0.14,0.42,-0.71,-0.21,-0.4,-0.63,-0.5,0.25,0.11,0.16
Roumanie,2020-04-17,-0.33,-0.76,-0.57,-0.33,-0.73,-0.62,0.03,-0.4,-0.22,0.16,-0.79,-0.34,-0.42,-0.8,-0.6,0.33,0.16,0.21
Roumanie,2020-04-18,-0.37,-0.77,-0.6,-0.55,-0.84,-0.74,-0.25,-0.55,-0.43,-0.04,-0.8,-0.49,-0.28,-0.54,-0.43,0.2,0.11,0.14
Roumanie,2020-04-19,-0.76,-0.89,-0.835,-0.86,-0.96,-0.935,-0.91,-0.96,-0.93,-0.47,-0.88,-0.65,-0.44,-0.64,-0.515,0.21,0.14,0.17
Roumanie,2020-04-20,-0.49,-0.9,-0.83,-0.67,-0.93,-0.9,-0.58,-0.88,-0.81,0.19,-0.89,-0.49,-0.57,-0.92,-0.83,0.4,0.18,0.27
Roumanie,2020-04-21,-0.3,-0.77,-0.6,-0.44,-0.79,-0.63,-0.28,-0.62,-0.41,0.11,-0.8,-0.33,-0.44,-0.7,-0.55,0.29,0.14,0.18
Roumanie,2020-04-22,-0.25,-0.71,-0.53,-0.36,-0.7,-0.57,-0.15,-0.5,-0.36,0.17,-0.74,-0.25,-0.37,-0.63,-0.48,0.26,0.11,0.16
Roumanie,2020-04-23,-0.25,-0.7,-0.525,-0.33,-0.69,-0.55,-0.17,-0.48,-0.31,0.22,-0.71,-0.24,-0.36,-0.61,-0.48,0.26,0.13,0.16
Roumanie,2020-04-24,-0.26,-0.69,-0.51,-0.35,-0.69,-0.56,-0.12,-0.49,-0.31,0.13,-0.7,-0.28,-0.2,-0.56,-0.33,0.26,0.12,0.15
Roumanie,2020-04-25,-0.27,-0.7,-0.54,-0.44,-0.75,-0.65,-0.19,-0.53,-0.38,-0.02,-0.76,-0.38,-0.09,-0.37,-0.25,0.16,0.07,0.1
Roumanie,2020-04-26,-0.38,-0.78,-0.66,-0.5,-0.78,-0.71,-0.32,-0.57,-0.39,-0.24,-0.78,-0.5,-0.16,-0.41,-0.29,0.15,0.08,0.11
Roumanie,2020-04-27,-0.23,-0.67,-0.49,-0.31,-0.66,-0.5,-0.14,-0.44,-0.32,0.24,-0.71,-0.21,-0.33,-0.59,-0.43,0.24,0.11,0.14
Roumanie,2020-04-28,-0.18,-0.67,-0.47,-0.3,-0.67,-0.51,-0.13,-0.44,-0.31,0.26,-0.69,-0.21,-0.33,-0.59,-0.44,0.23,0.09,0.13
Roumanie,2020-04-29,-0.18,-0.69,-0.48,-0.3,-0.68,-0.51,-0.12,-0.45,-0.3,0.23,-0.69,-0.23,-0.32,-0.59,-0.44,0.23,0.09,0.14
Roumanie,2020-04-30,-0.2,-0.67,-0.49,-0.26,-0.65,-0.5,-0.04,-0.41,-0.22,0.32,-0.69,-0.23,-0.31,-0.58,-0.44,0.23,0.09,0.14
Roumanie,2020-05-01,-0.37,-0.78,-0.64,-0.46,-0.77,-0.675,-0.2,-0.53,-0.425,0.13,-0.76,-0.4,-0.41,-0.78,-0.565,0.31,0.14,0.19
Roumanie,2020-05-02,-0.3,-0.72,-0.54,-0.42,-0.75,-0.65,-0.19,-0.47,-0.36,0.04,-0.73,-0.39,-0.12,-0.4,-0.28,0.15,0.07,0.1
Roumanie,2020-05-03,-0.43,-0.81,-0.68,-0.56,-0.8,-0.72,-0.3,-0.54,-0.4,-0.02,-0.84,-0.55,-0.2,-0.44,-0.31,0.14,0.09,0.11
Roumanie,2020-05-04,-0.24,-0.69,-0.49,-0.29,-0.66,-0.51,-0.18,-0.44,-0.3,0.01,-0.72,-0.31,-0.33,-0.58,-0.43,0.24,0.11,0.15
Roumanie,2020-05-05,-0.19,-0.66,-0.47,-0.26,-0.64,-0.49,-0.13,-0.41,-0.28,0.15,-0.68,-0.24,-0.3,-0.57,-0.41,0.23,0.1,0.13
Roumanie,2020-05-06,-0.22,-0.67,-0.48,-0.3,-0.65,-0.5,-0.1,-0.41,-0.27,0.09,-0.7,-0.28,-0.33,-0.57,-0.42,0.23,0.11,0.14
Roumanie,2020-05-07,-0.26,-0.66,-0.5,-0.28,-0.65,-0.51,-0.1,-0.42,-0.28,0.18,-0.67,-0.26,-0.29,-0.55,-0.41,0.23,0.11,0.15
Roumanie,2020-05-08,-0.17,-0.62,-0.435,-0.23,-0.64,-0.5,0.01,-0.4,-0.225,0.18,-0.64,-0.25,-0.1,-0.49,-0.22,0.22,0.08,0.12
Roumanie,2020-05-09,-0.11,-0.65,-0.45,-0.28,-0.69,-0.56,-0.07,-0.38,-0.24,0.24,-0.65,-0.29,0.02,-0.28,-0.15,0.12,0.04,0.07
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-15,0.24,-0.31,-0.11,0.09,-0.23,-0.11,0.08,-0.13,-0.06,0.04,-0.67,-0.37,0.02,-0.09,-0.04,0.05,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-16,0.13,-0.32,-0.07,0.05,-0.24,-0.09,0.06,-0.14,-0.06,0.07,-0.61,-0.345,0.02,-0.12,-0.03,0.03,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-17,0.22,-0.14,0.01,0.3,-0.03,0.09,0.39,-0.06,0.02,0.79,-0.04,0.25,0.01,-0.29,-0.16,0.07,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-18,0.14,-0.17,-0.02,0.31,-0.03,0.08,0.14,-0.06,-0.01,0.76,-0.12,0.18,0.01,-0.24,-0.15,0.04,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-19,0.16,-0.18,-0.04,0.26,-0.03,0.06,0.34,-0.12,-0.02,0.57,-0.55,0.05,0.01,-0.22,-0.16,0.04,0.01,0.03
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-20,0.17,-0.12,-0.04,0.28,-0.03,0.06,0.36,-0.06,-0.01,0.59,-0.22,0.04,0.01,-0.21,-0.16,0.04,0.01,0.03
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-21,0.24,-0.18,-0.01,0.2,-0.15,0.05,0.33,-0.07,-0.01,0.57,-0.25,0.09,-0.01,-0.22,-0.16,0.04,0.01,0.03
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-22,0.16,-0.2,-0.02,0.11,-0.09,-0.04,0.01,-0.06,-0.02,0.05,-0.57,-0.145,0.03,-0.04,-0.02,0.02,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-23,0.24,0.03,0.1,0.08,-0.06,-0.02,0.06,-0.03,-0.02,0.21,-0.18,-0.06,0.04,-0.02,-0.01,-0.01,-0.01,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-24,0.12,-0.14,-0.02,0.05,-0.19,-0.05,0.09,-0.09,-0.01,0.1,-0.29,-0.1,0.01,-0.26,-0.02,0.09,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-25,0.08,-0.1,0.01,0.06,-0.2,-0.01,0.38,-0.01,0.05,0.2,-0.14,0.02,0.07,-0.02,0.01,0.01,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-26,0.07,-0.16,-0.015,0.07,-0.14,-0.01,0.25,-0.04,0,0.11,-0.13,0.05,0.03,-0.02,0.01,0.02,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-27,0.07,-0.06,0.03,0.08,-0.02,0.03,0.04,-0.03,0.02,0.41,-0.15,0.03,0.02,-0.02,-0.01,0.02,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-28,0.11,-0.12,0.01,0.06,-0.24,-0.01,0.14,-0.04,0.02,0.14,-0.38,-0.165,0.04,-0.03,-0.01,0.03,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-02-29,0.09,-0.19,-0.05,0.09,-0.07,0.03,0.11,-0.03,0.04,0.02,-0.52,-0.17,0.03,-0.04,0.01,0.02,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-01,0.31,-0.02,0.08,0.19,-0.01,0.08,0.11,0.01,0.03,0.32,-0.18,0.14,0.05,-0.01,0.02,-0.01,-0.02,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-02,0.1,-0.02,0.01,0.18,0.02,0.05,0.1,-0.01,0.03,0.27,-0.01,0.1,0.03,-0.01,0.01,0.01,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-03,0.12,-0.05,0.065,0.12,0.03,0.095,0.1,0.01,0.045,0.43,-0.07,0.245,0.06,-0.02,0.02,0.01,-0.01,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-04,0.2,-0.09,-0.02,0.18,-0.07,0.01,0.1,0.01,0.04,0.37,-0.23,-0.07,0.03,-0.03,0.01,0.02,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-05,0.09,-0.13,-0.03,0.14,-0.13,-0.035,0.12,-0.05,0.04,0.49,-0.33,-0.11,0.05,-0.03,-0.01,0.03,-0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-06,0.11,-0.05,0.015,0.1,-0.02,0.045,0.08,0.02,0.05,0.3,-0.04,0.16,0.03,-0.02,0.01,0.01,-0.01,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-07,0.11,-0.05,0.05,0.07,-0.06,0.02,0.09,-0.01,0.03,0.75,-0.13,0.06,0.08,-0.03,0.02,0.01,-0.01,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-08,0.2,-0.04,0.105,0.3,-0.05,0.07,0.1,-0.09,0.035,0.8,-0.1,0.185,0.05,-0.03,0.02,-0.01,-0.02,-0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-09,0.06,-0.1,-0.02,0.09,-0.05,-0.01,0.12,0.01,0.04,0.21,-0.21,0.015,0.04,-0.03,0.01,0.02,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-10,0.2,-0.11,-0.03,0.12,-0.06,0.01,0.17,-0.01,0.04,0.3,-0.17,0.05,0.03,-0.04,0.01,0.02,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-11,0.17,-0.16,-0.04,0.09,-0.06,0.02,0.17,0.01,0.05,0.36,-0.09,0.1,0.03,-0.04,-0.01,0.02,0.01,0.01
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-12,0.22,-0.19,-0.06,0.14,-0.08,0.01,0.27,0.05,0.11,0.32,-0.21,0.06,0.04,-0.05,-0.01,0.03,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-13,0.23,-0.22,-0.04,0.11,-0.13,-0.01,0.25,-0.01,0.11,0.84,-0.18,0.13,0.03,-0.1,-0.03,0.05,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-14,0.04,-0.32,-0.12,0.05,-0.2,-0.07,0.19,0.01,0.08,0.88,-0.34,-0.01,0.04,-0.06,-0.02,0.05,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-15,0.08,-0.3,-0.11,0.1,-0.24,-0.1,0.15,-0.04,0.08,0.4,-0.39,-0.085,0.02,-0.08,-0.04,0.04,0.01,0.02
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-16,0.12,-0.29,-0.1,0.14,-0.14,-0.01,0.33,0.03,0.21,1.11,-0.35,0.26,-0.01,-0.26,-0.06,0.08,0.01,0.03
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-17,0.06,-0.56,-0.2,0.04,-0.32,-0.1,0.37,-0.06,0.23,0.48,-0.49,0.06,-0.04,-0.63,-0.12,0.19,0.02,0.06
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-18,-0.04,-0.48,-0.26,-0.01,-0.38,-0.17,0.47,0.04,0.23,0.5,-0.39,-0.06,-0.09,-0.38,-0.19,0.16,0.05,0.09
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-19,0.08,-0.55,-0.29,0.02,-0.4,-0.18,0.44,0.07,0.24,0.67,-0.33,0.02,-0.11,-0.42,-0.23,0.18,0.05,0.1
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-20,-0.05,-0.56,-0.32,-0.07,-0.47,-0.25,0.3,-0.05,0.11,0.69,-0.29,0.1,-0.14,-0.44,-0.26,0.2,0.06,0.11
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-21,-0.1,-0.73,-0.375,-0.26,-0.67,-0.45,0.18,-0.11,0.05,0.51,-0.49,0.04,-0.15,-0.37,-0.23,0.15,0.07,0.1
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-22,0.1,-0.64,-0.36,-0.41,-0.69,-0.54,-0.02,-0.21,-0.12,0.73,-0.17,0.19,-0.21,-0.43,-0.28,0.13,0.06,0.08
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-23,-0.17,-0.66,-0.43,-0.27,-0.61,-0.41,0.07,-0.22,-0.07,0.37,-0.52,0.06,-0.31,-0.62,-0.41,0.25,0.1,0.16
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-24,-0.36,-0.78,-0.57,-0.59,-0.79,-0.69,-0.09,-0.33,-0.24,0.28,-0.6,-0.16,-0.44,-0.74,-0.56,0.31,0.17,0.22
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-25,-0.38,-0.82,-0.63,-0.63,-0.82,-0.73,-0.11,-0.35,-0.26,0.18,-0.67,-0.15,-0.51,-0.78,-0.62,0.33,0.19,0.25
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,2020-03-26,-0.39,-0.84,-0.64,-0.64,-0.83,-0.73,-0.15,-0.37,-0.27,0.24,-0.53,-0.12,-0.53,-0.8,-0.64,0.34,0.2,0.26
